date,sales_rep_id,total_sales_amount,deals_closed,customer_satisfaction_score
2023-04-06,REP-531,260871.31,20,1.4
2022-09-28,REP-631,474873.19,40,2.0
2022-02-20,REP-102,393419.94,2,2.7
2023-04-29,REP-648,289330.91,6,4.1
2022-06-18,REP-451,295719.42,7,4.8
2022-01-04,REP-625,35209.74,31,1.2
2023-04-16,REP-351,364504.36,47,4.2
2022-09-10,REP-177,418593.36,8,1.6
2022-01-28,REP-137,312270.86,16,3.1
2023-04-29,REP-774,97449.59,11,2.4
2023-02-20,REP-315,55482.97,44,4.6
2023-01-29,REP-511,23250.77,23,4.4
2022-02-14,REP-968,413555.26,40,4.4
2022-01-07,REP-373,275655.07,20,2.5
2022-03-10,REP-228,362575.5,1,1.1
2023-03-09,REP-916,325062.44,29,1.2
2023-01-04,REP-144,383572.78,18,3.1
2022-03-29,REP-874,43683.94,2,1.7
2022-12-06,REP-561,192891.06,35,1.4
2022-02-14,REP-575,137902.96,32,4.9
2023-03-21,REP-808,330467.26,27,2.0
2022-11-21,REP-348,440952.81,11,4.2
2022-11-01,REP-105,76034.05,5,1.2
2022-05-05,REP-867,259993.06,37,3.2
2022-05-06,REP-277,317678.52,19,4.0
2022-10-17,REP-213,460257.14,10,3.5
2022-01-16,REP-584,328372.46,30,3.5
2022-07-01,REP-771,394894.28,23,3.9
2023-01-28,REP-237,343407.0,28,2.1
2022-05-11,REP-871,10585.78,41,3.1
2022-05-23,REP-191,460329.14,12,2.2
2023-02-03,REP-629,230245.2,25,5.0
2023-01-22,REP-941,486587.26,34,3.1
2022-05-09,REP-156,62953.39,30,2.5
2022-11-19,REP-612,112264.17,15,4.1
2022-01-10,REP-994,50995.87,29,3.4
2022-10-03,REP-708,409195.25,27,1.1
2022-04-08,REP-670,341099.46,22,4.9
2023-03-11,REP-415,55006.82,18,1.6
2023-02-18,REP-103,478207.02,17,1.9
2022-06-05,REP-968,249058.75,18,1.4
2022-01-26,REP-301,36889.23,40,1.5
2022-09-28,REP-154,443117.39,41,1.3
2022-09-18,REP-996,300832.22,11,3.9
2022-07-26,REP-923,472138.18,16,4.0
2022-11-07,REP-174,391525.58,32,1.1
2022-06-16,REP-114,122210.78,49,1.7
2022-05-03,REP-853,254805.3,15,4.6
2022-04-12,REP-763,116402.62,47,2.5
2023-02-21,REP-508,101776.0,29,3.1
2022-02-24,REP-239,65875.82,30,4.3
2022-06-29,REP-512,201830.77,34,1.5
2022-04-07,REP-999,161347.66,47,1.6
2022-03-12,REP-445,395818.8,35,3.7
2023-03-11,REP-482,330938.36,45,3.4
2022-07-13,REP-238,153993.23,40,3.8
2022-08-23,REP-730,149355.91,33,1.7
2022-03-18,REP-869,312801.88,18,2.1
2022-01-23,REP-896,17031.06,16,2.3
2023-01-14,REP-387,79319.69,4,4.1
2022-11-17,REP-330,194420.94,3,3.2
2023-03-18,REP-269,266165.89,41,2.9
2023-03-05,REP-227,276972.59,25,2.2
2023-02-04,REP-110,313628.56,24,1.5
2023-03-04,REP-892,297695.31,33,3.2
2022-06-16,REP-819,361323.89,43,4.0
2023-01-03,REP-128,349665.11,46,3.0
2022-06-14,REP-295,182003.28,47,1.2
2023-03-02,REP-751,44423.75,45,4.8
2022-06-21,REP-406,472794.95,13,3.9
2022-08-08,REP-570,187422.85,14,3.0
2023-01-11,REP-128,289201.78,36,4.9
2023-02-23,REP-472,57637.45,30,3.9
2022-06-29,REP-557,180838.63,16,1.2
2022-09-08,REP-710,119390.64,49,2.6
2022-04-14,REP-217,356896.67,16,3.6
2022-09-22,REP-303,339275.72,9,3.7
2022-04-14,REP-988,468898.39,37,4.9
2022-12-06,REP-525,457667.11,50,4.6
2023-01-12,REP-662,223640.43,28,4.2
2022-09-22,REP-730,221425.7,43,3.7
2022-03-23,REP-870,170051.92,35,3.5
2022-07-01,REP-122,291687.5,48,3.2
2022-01-23,REP-550,295910.31,35,4.5
2022-07-19,REP-901,231367.4,5,2.7
2022-11-02,REP-468,448234.56,39,3.9
2022-01-01,REP-386,103584.81,13,3.6
2022-02-21,REP-761,164101.14,9,1.1
2022-01-26,REP-127,366789.72,22,2.9
2023-02-22,REP-655,285230.7,39,4.1
2023-04-23,REP-343,312012.52,35,3.8
2022-12-30,REP-685,51098.87,5,4.2
2023-04-25,REP-626,248265.57,37,2.3
2022-02-08,REP-818,165407.76,1,3.8
2022-10-23,REP-837,85313.1,45,2.1
2022-12-25,REP-692,206198.89,9,2.1
2022-04-21,REP-298,166099.21,28,4.2
2022-03-31,REP-505,166302.87,35,1.9
2022-04-02,REP-307,411114.99,5,1.7
2022-10-07,REP-971,434359.46,36,2.6
2022-12-15,REP-409,256979.99,16,4.6
2022-12-19,REP-106,46156.0,40,1.2
2022-05-29,REP-704,40337.06,13,4.4
2022-11-19,REP-936,8262.17,35,1.7
2023-03-18,REP-305,329880.34,38,4.8
2022-12-10,REP-758,205127.84,28,2.1
2022-12-07,REP-882,154536.53,27,1.2
2022-01-24,REP-434,447771.29,5,3.3
2022-10-27,REP-529,30114.18,41,1.8
2023-03-27,REP-367,16062.37,1,2.8
2022-07-29,REP-323,219810.41,12,4.4
2022-01-15,REP-689,295418.03,49,1.2
2022-10-17,REP-799,380256.05,36,3.4
2022-02-25,REP-170,159698.95,16,3.7
2022-02-04,REP-267,196516.39,25,2.7
2022-04-12,REP-741,361539.64,32,3.3
2022-04-23,REP-429,83108.47,32,4.1
2022-09-04,REP-702,196950.44,38,4.6
2022-05-28,REP-644,95930.82,26,2.5
2023-02-23,REP-526,287471.09,32,1.8
2023-02-09,REP-213,88658.09,32,3.9
2022-09-05,REP-852,467522.22,28,3.2
2022-07-06,REP-458,327910.64,3,1.0
2022-06-20,REP-549,120737.53,7,1.6
2022-09-07,REP-728,381608.96,40,4.7
2022-11-14,REP-653,33684.55,21,2.3
2022-11-24,REP-896,25960.42,32,1.5
2022-10-06,REP-955,318833.0,48,1.8
2022-06-24,REP-593,328439.72,16,2.7
2022-12-04,REP-928,228895.57,40,3.4
2022-02-14,REP-752,161586.08,35,4.1
2022-07-02,REP-311,47490.98,47,3.2
2023-02-10,REP-484,237182.77,24,4.6
2022-04-18,REP-487,206856.91,7,3.5
2022-09-18,REP-656,132661.87,12,1.5
2023-03-13,REP-699,77294.57,13,3.5
2023-01-12,REP-268,69848.16,43,2.5
2022-02-10,REP-166,50690.36,12,4.5
2022-12-20,REP-691,267547.84,15,3.7
2022-11-04,REP-427,434418.17,30,1.7
2023-02-24,REP-344,371019.78,22,3.9
2022-10-06,REP-817,403157.45,7,3.6
2022-12-15,REP-971,276899.49,35,4.8
2023-03-28,REP-330,347826.13,31,4.5
2023-01-13,REP-177,346982.24,6,4.8
2022-08-10,REP-805,270352.36,45,4.1
2023-03-29,REP-951,167972.33,33,4.7
2022-10-30,REP-890,440616.31,34,4.7
2022-08-05,REP-820,138597.81,16,4.0
2022-01-13,REP-210,335134.54,48,3.0
2022-11-17,REP-781,467725.05,12,4.0
2022-07-26,REP-380,393733.83,12,3.3
2022-10-25,REP-872,354755.75,48,3.0
2022-06-26,REP-622,190373.97,2,1.3
2022-04-03,REP-447,318988.72,37,2.5
2022-04-09,REP-994,127737.23,43,2.7
2022-02-19,REP-200,149362.25,35,1.1
2022-01-01,REP-981,33443.64,45,2.7
2022-07-17,REP-564,306894.95,11,3.9
2023-01-29,REP-429,97203.16,41,2.8
2022-06-07,REP-551,337837.62,7,1.6
2022-01-01,REP-953,95772.31,34,3.8
2022-09-27,REP-961,418526.74,22,3.2
2022-10-06,REP-862,261014.45,20,1.5
2022-04-07,REP-875,245452.05,24,2.6
2022-06-16,REP-606,444349.05,11,3.2
2023-02-21,REP-773,134757.52,18,3.0
2022-08-06,REP-157,315272.01,27,4.0
2022-06-04,REP-262,190523.96,16,3.4
2022-07-03,REP-126,251924.31,43,1.5
2023-01-24,REP-980,86634.39,13,1.8
2022-06-20,REP-702,372363.85,38,4.5
2022-09-19,REP-448,110411.62,25,2.9
2022-04-28,REP-657,159429.95,37,2.2
2022-03-28,REP-302,188312.26,20,1.5
2022-12-27,REP-565,111686.71,6,2.4
2022-05-14,REP-696,354178.16,26,3.2
2022-08-20,REP-374,199786.65,11,4.2
2022-06-13,REP-479,447936.15,17,1.4
2022-06-12,REP-618,23522.05,11,4.7
2022-05-29,REP-446,308990.72,49,2.7
2022-10-06,REP-356,382731.74,46,4.6
2023-01-02,REP-716,323287.85,19,2.9
2022-11-08,REP-596,251547.55,3,1.9
2022-11-18,REP-161,115965.97,14,2.2
2023-03-03,REP-126,216204.26,29,4.5
2022-08-20,REP-177,105159.36,16,5.0
2022-04-20,REP-278,375794.03,43,3.0
2023-03-19,REP-184,9838.54,26,3.1
2022-11-29,REP-767,249541.69,31,3.7
2022-11-28,REP-799,435512.78,34,1.5
2022-11-02,REP-593,12622.97,44,1.8
2023-01-22,REP-922,416965.15,48,2.4
2023-01-01,REP-943,81279.33,24,1.9
2022-02-01,REP-288,77903.89,39,4.2
2022-06-16,REP-551,147766.08,40,4.5
2022-09-26,REP-701,72320.53,17,2.0
2022-11-10,REP-317,342797.09,44,2.9
2022-12-31,REP-706,419241.82,22,2.7
2022-03-27,REP-222,317761.41,37,2.4
2022-11-23,REP-129,203512.83,29,1.7
2023-04-24,REP-446,343611.59,22,3.0
2022-10-16,REP-327,186927.09,4,2.1
2023-03-05,REP-423,362599.23,16,2.2
2022-10-24,REP-934,320620.14,27,2.4
2023-01-26,REP-935,47054.07,14,1.1
2022-03-09,REP-531,44797.46,48,4.1
2022-12-26,REP-794,449366.5,16,4.1
2022-03-26,REP-797,163687.15,32,1.3
2022-11-18,REP-301,212451.26,50,4.4
2022-03-16,REP-132,402554.26,39,2.5
2022-04-13,REP-560,228779.54,46,5.0
2022-09-14,REP-579,105382.3,43,3.4
2022-04-27,REP-958,349115.11,11,3.0
2022-07-22,REP-609,218254.03,28,4.1
2023-04-18,REP-355,185788.41,47,4.7
2022-12-18,REP-900,114173.11,19,2.9
2023-02-04,REP-960,453063.65,43,2.9
2022-08-07,REP-285,373392.04,31,4.3
2023-03-14,REP-920,85546.57,41,2.6
2022-05-22,REP-479,326446.78,34,1.3
2022-06-28,REP-433,137477.75,33,4.1
2023-01-12,REP-243,203775.84,49,1.0
2022-05-11,REP-572,494955.93,40,1.4
2022-08-23,REP-202,280834.86,18,2.8
2023-01-07,REP-180,253315.15,1,4.2
2022-01-26,REP-189,495194.44,37,4.9
2022-07-25,REP-819,15493.62,39,3.5
2022-05-29,REP-289,75373.99,38,4.1
2022-05-17,REP-765,10946.01,2,4.6
2022-10-14,REP-995,439152.44,12,5.0
2022-12-14,REP-391,290279.4,6,1.3
2022-12-28,REP-720,98026.38,3,4.2
2022-05-05,REP-371,82916.48,23,2.9
2022-01-15,REP-452,243100.61,32,3.5
2022-08-15,REP-288,456073.87,45,4.2
2022-02-04,REP-172,419345.63,13,4.5
2022-01-21,REP-763,262008.52,29,1.4
2022-08-17,REP-590,464437.2,23,2.6
2023-04-07,REP-718,150385.29,7,3.5
2022-04-22,REP-918,27020.9,29,2.1
2022-09-06,REP-274,143588.32,44,5.0
2022-03-14,REP-905,411188.93,10,1.5
2023-04-08,REP-880,287068.08,18,3.0
2022-05-22,REP-463,155315.97,44,4.5
2023-02-25,REP-331,103988.08,43,3.8
2022-08-20,REP-938,141948.9,48,2.9
2023-04-02,REP-450,437131.16,34,2.4
2023-02-04,REP-779,202630.83,11,1.3
2023-02-13,REP-731,375749.34,13,3.9
2022-05-10,REP-262,92869.29,37,2.3
2022-05-09,REP-810,7304.69,46,4.1
2022-08-26,REP-333,337917.69,43,3.3
2023-02-19,REP-142,51162.68,4,2.7
2022-11-18,REP-287,421033.32,19,4.2
2023-02-13,REP-596,349528.68,40,3.3
2022-01-31,REP-237,82915.98,30,4.6
2023-03-31,REP-782,175059.41,34,3.2
2022-06-07,REP-439,438493.7,7,4.6
2022-09-16,REP-469,209208.62,41,4.4
2022-10-25,REP-324,287437.09,14,4.3
2022-03-01,REP-281,46766.33,25,2.0
2022-06-08,REP-317,19185.34,33,1.0
2022-11-30,REP-952,177291.31,32,2.0
2022-01-10,REP-338,83096.05,8,4.7
2022-02-23,REP-703,32326.63,38,2.5
2022-03-04,REP-216,135785.66,45,4.7
2022-11-17,REP-845,425094.96,5,2.7
2023-03-01,REP-615,58541.7,48,4.9
2022-05-12,REP-363,273382.72,37,1.7
2023-02-05,REP-997,254324.52,32,4.9
2023-01-16,REP-618,217957.81,7,3.8
2022-07-29,REP-598,77202.92,11,3.4
2022-06-22,REP-354,119058.17,17,1.7
2022-10-02,REP-805,204332.51,10,3.4
2022-02-11,REP-206,387881.08,16,3.6
2022-03-04,REP-786,317673.85,43,2.4
2022-01-20,REP-751,108554.79,32,2.2
2022-03-29,REP-215,45136.79,17,3.9
2022-06-24,REP-875,193816.12,33,1.4
2022-01-03,REP-976,316078.17,39,2.2
2023-04-21,REP-425,137881.1,8,3.1
2022-08-05,REP-157,308999.58,20,2.1
2022-07-28,REP-919,474237.18,13,1.8
2022-12-01,REP-326,288245.13,27,2.9
2023-02-11,REP-937,191045.66,37,2.8
2022-08-11,REP-424,153007.29,27,1.3
2022-09-08,REP-980,139996.21,5,3.0
2022-04-30,REP-265,494232.44,44,4.1
2022-10-31,REP-846,19497.31,8,4.1
2022-04-28,REP-270,394593.97,42,3.4
2022-11-29,REP-509,255120.41,41,4.7
2022-05-04,REP-659,490351.21,24,1.2
2022-10-09,REP-822,266785.98,26,3.1
2022-08-20,REP-170,423680.76,41,3.0
2023-04-18,REP-776,428413.62,35,4.9
2023-01-04,REP-397,67433.84,6,4.2
2022-08-21,REP-531,191011.38,18,2.7
2023-01-11,REP-871,375360.44,7,3.4
2022-07-12,REP-828,351499.79,18,4.8
2022-01-07,REP-787,346727.58,12,1.8
2023-04-14,REP-924,224605.4,27,4.0
2023-03-02,REP-739,108493.27,38,4.6
2023-04-14,REP-299,172493.66,1,3.3
2022-01-06,REP-886,313017.54,49,4.8
2023-02-17,REP-408,279939.71,1,2.8
2022-09-21,REP-766,421853.05,33,1.6
2022-09-12,REP-224,98139.05,34,2.2
2023-02-25,REP-667,283867.42,27,4.9
2023-04-16,REP-177,126154.56,2,4.8
2022-11-05,REP-436,32375.6,47,2.8
2022-11-29,REP-154,171446.28,42,4.5
2022-09-20,REP-675,233992.06,46,1.6
2022-12-01,REP-826,280501.95,29,3.5
2022-06-18,REP-386,481761.88,14,1.1
2023-04-20,REP-614,323446.22,26,2.9
2023-02-17,REP-431,458918.43,9,1.4
2023-04-25,REP-745,40742.4,14,2.7
2022-06-18,REP-807,163299.52,3,3.7
2022-03-25,REP-433,248887.87,38,2.7
2023-02-18,REP-848,80727.15,12,2.1
2022-04-06,REP-815,458809.66,29,2.1
2022-01-30,REP-779,65347.61,42,3.6
2022-03-16,REP-973,198842.83,43,1.8
2023-03-12,REP-740,95676.42,5,3.6
2022-07-28,REP-236,348480.1,26,3.9
2022-03-03,REP-721,13243.04,8,2.2
2022-08-25,REP-872,19761.05,13,3.4
2022-12-25,REP-715,248132.81,9,1.7
2023-03-09,REP-834,388560.55,42,2.4
2022-09-23,REP-717,482767.33,37,1.5
2022-12-27,REP-521,349516.28,28,3.4
2022-05-04,REP-696,395376.53,7,1.9
2022-06-13,REP-203,192390.94,8,3.0
2023-02-14,REP-738,419596.23,20,1.0
2022-01-02,REP-845,366168.1,39,1.2
2022-01-07,REP-530,81170.74,41,4.9
2023-02-25,REP-945,191451.65,41,1.7
2023-01-01,REP-270,274671.15,7,1.1
2022-07-27,REP-614,55371.64,42,3.6
2022-09-29,REP-110,10799.06,39,1.3
2022-03-13,REP-459,225401.99,24,3.8
2022-11-17,REP-580,222640.32,14,1.5
2022-12-27,REP-549,74560.76,14,3.6
2023-03-13,REP-138,24373.16,20,4.7
2022-06-01,REP-361,340414.63,47,2.6
2022-11-08,REP-265,267955.85,32,1.4
2022-01-26,REP-487,233737.1,15,2.8
2022-07-22,REP-771,196149.49,36,4.0
2022-06-04,REP-979,361920.98,43,1.4
2022-09-06,REP-804,395329.26,4,1.7
2023-03-08,REP-383,46101.5,1,1.2
2022-05-13,REP-561,196305.28,29,4.0
2022-10-18,REP-894,325031.79,15,3.9
2022-10-11,REP-230,217527.52,16,2.1
2022-10-27,REP-935,490478.63,8,3.3
2022-02-01,REP-415,260663.48,10,2.7
2023-02-03,REP-721,150339.8,7,1.3
2022-07-14,REP-758,494348.96,40,4.1
2023-03-27,REP-565,152367.49,43,4.5
2023-03-02,REP-790,125831.36,6,4.7
2023-03-03,REP-486,268565.0,24,3.9
2022-03-08,REP-407,220525.74,30,1.5
2023-02-18,REP-350,439043.11,29,3.0
2022-05-22,REP-115,410048.14,29,4.7
2022-01-08,REP-872,24905.14,5,4.1
2023-01-01,REP-234,257647.79,12,2.8
2023-01-09,REP-681,427456.36,25,3.3
2023-01-13,REP-117,389993.19,28,4.4
2022-02-23,REP-305,498881.63,20,1.4
2022-05-07,REP-726,248563.29,50,5.0
2022-08-02,REP-418,455974.63,38,4.3
2022-10-18,REP-427,171117.85,24,4.4
2022-05-08,REP-283,33928.04,14,2.3
2022-08-08,REP-216,467993.27,6,2.5
2022-11-01,REP-638,13974.45,44,1.8
2022-10-18,REP-412,390956.12,20,3.4
2022-03-08,REP-567,257672.92,23,2.5
2022-04-25,REP-938,38163.77,50,3.9
2022-06-14,REP-974,293101.31,3,4.9
2022-09-09,REP-843,476764.16,42,4.5
2023-01-31,REP-658,432098.68,44,2.1
2023-04-16,REP-226,97692.09,50,3.2
2022-02-13,REP-371,253211.7,24,4.8
2023-04-15,REP-635,387634.44,6,3.1
2023-04-19,REP-733,271009.88,16,4.1
2022-04-19,REP-600,199759.47,19,1.6
2022-08-01,REP-332,396960.73,30,1.5
2022-12-30,REP-579,162421.59,8,4.3
2022-12-08,REP-785,278324.14,17,2.3
2023-03-19,REP-775,396150.82,37,1.0
2022-11-12,REP-694,94936.94,38,3.5
2023-04-11,REP-551,73421.77,7,2.8
2022-07-20,REP-337,337105.29,35,1.1
2022-01-22,REP-148,146287.39,2,1.6
2022-01-12,REP-175,175407.44,40,4.8
2022-06-07,REP-260,454466.77,28,3.7
2022-08-01,REP-850,284617.59,4,3.4
2022-08-31,REP-419,191614.42,2,3.0
2022-11-19,REP-826,434404.15,24,1.5
2022-07-20,REP-406,388807.35,9,1.3
2022-04-08,REP-256,156913.53,49,4.1
2022-03-29,REP-236,16347.1,8,2.0
2022-09-08,REP-434,348680.36,14,4.9
2023-01-17,REP-219,123978.48,22,1.6
2022-09-13,REP-264,262721.05,3,1.1
2023-04-14,REP-578,184145.55,22,3.2
2023-04-16,REP-850,348012.18,10,1.8
2022-03-03,REP-504,260975.23,5,2.3
2022-05-23,REP-839,479711.93,23,4.2
2022-07-11,REP-281,203658.96,44,4.4
2022-02-10,REP-375,449127.67,15,4.2
2022-09-02,REP-717,202612.98,14,3.4
2023-04-12,REP-198,84699.48,18,3.5
2023-02-03,REP-374,127174.14,8,2.4
2023-04-08,REP-273,18208.79,33,2.8
2022-12-08,REP-996,379838.59,50,4.9
2023-01-16,REP-289,382097.67,22,1.9
2022-03-04,REP-357,65071.13,28,1.4
2022-04-15,REP-233,335981.44,16,1.5
2023-01-05,REP-334,47572.83,10,4.1
2022-03-07,REP-307,305364.51,21,1.5
2022-07-31,REP-760,6905.9,41,3.5
2022-11-04,REP-528,72777.47,47,3.4
2022-08-06,REP-573,79976.51,33,2.5
2022-09-15,REP-704,130744.49,12,1.7
2023-01-12,REP-326,22643.88,15,2.6
2023-04-13,REP-740,190238.49,46,4.7
2023-04-03,REP-310,355766.4,7,1.2
2022-05-10,REP-620,198957.87,28,2.2
2022-02-21,REP-494,225019.24,2,4.4
2022-07-03,REP-202,194304.55,6,4.2
2023-04-29,REP-612,68771.61,19,3.6
2022-10-01,REP-187,355012.38,44,2.7
2023-03-27,REP-695,16120.69,5,4.9
2022-11-02,REP-298,412224.95,33,1.4
2022-03-19,REP-873,458014.38,38,1.8
2022-04-08,REP-493,407858.58,38,4.8
2022-06-01,REP-455,365933.35,50,2.6
2022-03-11,REP-279,252739.67,11,3.7
2022-11-13,REP-216,52590.24,32,2.1
2023-04-17,REP-268,174121.16,50,1.5
2022-11-27,REP-849,189881.87,20,2.1
2023-01-30,REP-576,56744.1,22,2.8
2022-02-03,REP-237,200012.86,24,4.8
2023-01-15,REP-307,69929.96,3,1.4
2022-09-13,REP-304,331449.34,45,3.6
2022-02-21,REP-620,309546.97,17,3.2
2022-08-29,REP-819,81068.01,20,3.2
2023-02-27,REP-841,367390.06,5,1.7
2023-02-14,REP-198,417586.08,16,4.6
2023-04-19,REP-738,484848.45,11,3.0
2023-02-20,REP-225,316487.87,1,1.1
2023-03-14,REP-131,485178.82,44,1.7
2023-04-29,REP-568,54689.53,24,2.2
2022-04-01,REP-611,304886.46,32,3.8
2022-03-02,REP-453,157701.62,14,3.1
2023-01-11,REP-464,369743.62,1,2.0
2022-10-04,REP-647,55619.11,10,3.4
2022-09-09,REP-929,18113.69,47,3.4
2022-11-23,REP-848,436401.65,40,2.3
2022-12-28,REP-884,302463.35,39,3.6
2022-06-07,REP-916,136728.18,19,4.3
2022-01-09,REP-293,79047.12,10,2.7
2022-11-01,REP-887,463482.39,6,4.8
2022-12-30,REP-576,315636.92,6,3.9
2022-10-06,REP-776,455968.59,13,1.9
2022-03-27,REP-777,309355.44,18,4.9
2022-08-09,REP-609,122439.17,2,3.4
2022-08-12,REP-551,40510.21,28,2.1
2022-03-05,REP-334,111638.29,33,2.9
2022-05-23,REP-760,23401.12,41,1.7
2022-10-20,REP-837,483677.22,22,1.8
2022-01-27,REP-742,72081.33,3,4.6
2022-01-14,REP-318,48920.65,48,1.8
2022-01-13,REP-747,113661.31,43,3.1
2022-05-03,REP-661,108423.07,46,1.7
2022-07-28,REP-149,450720.71,25,3.1
2023-04-18,REP-896,230383.78,20,1.1
2023-02-13,REP-814,116343.66,20,1.3
2022-04-10,REP-530,200576.63,26,3.0
2022-04-02,REP-149,165505.24,28,4.3
2022-03-20,REP-511,31872.41,9,1.4
2023-04-05,REP-430,193982.07,16,4.3
2022-05-15,REP-154,416319.91,33,4.7
2022-09-15,REP-132,134062.97,40,2.7
2022-10-12,REP-728,57111.12,42,2.5
2022-02-25,REP-270,220161.93,28,4.3
2023-04-08,REP-643,320729.06,46,3.2
2023-01-31,REP-448,458999.89,19,1.7
2022-08-24,REP-208,473055.34,20,2.7
2023-01-30,REP-397,294069.31,30,3.3
2022-07-17,REP-931,471610.16,30,3.1
2022-02-09,REP-444,400560.82,45,4.8
2022-08-25,REP-739,450646.83,3,1.6
2023-01-28,REP-940,42050.78,20,4.5
2022-01-18,REP-331,394813.24,9,2.5
2022-10-31,REP-879,119025.81,4,3.9
2022-08-11,REP-734,40803.48,40,2.0
2022-04-03,REP-409,67742.35,26,4.3
2022-04-03,REP-943,45806.75,15,3.9
2022-12-10,REP-432,457415.02,19,1.2
2023-01-05,REP-750,12820.86,29,1.9
2022-01-29,REP-633,473279.68,42,1.5
2022-11-27,REP-711,474574.18,36,1.5
2022-10-15,REP-653,468782.18,40,1.3
2023-02-23,REP-304,325787.39,32,2.9
2022-01-10,REP-473,278632.61,2,2.7
2022-08-24,REP-469,90274.93,32,4.0
2022-06-03,REP-250,216265.21,5,4.8
2022-03-06,REP-373,202696.9,15,3.5
2022-10-26,REP-353,86559.35,2,4.6
2022-03-25,REP-624,314188.89,43,2.8
2022-11-06,REP-441,99320.54,7,1.6
2022-05-25,REP-367,11774.48,43,4.0
2023-04-18,REP-256,498722.74,30,4.7
2022-08-01,REP-856,36230.4,30,3.0
2023-03-25,REP-697,269012.41,29,4.0
2022-07-15,REP-217,175690.85,25,4.2
2023-02-18,REP-438,114002.97,13,2.4
2023-04-04,REP-669,499533.34,42,2.0
2022-07-07,REP-403,430809.98,43,1.2
2023-02-04,REP-732,408041.38,47,3.8
2022-02-28,REP-904,414872.6,47,3.4
2022-04-29,REP-732,201029.63,33,3.8
2022-04-11,REP-128,246708.75,10,4.6
2022-08-01,REP-130,147076.8,32,4.8
2023-01-26,REP-596,353759.57,35,1.7
2022-09-06,REP-466,203318.68,12,3.4
2023-01-30,REP-287,67147.53,36,1.3
2022-08-10,REP-307,130579.48,17,3.8
2022-07-05,REP-152,370306.62,16,4.8
2022-01-19,REP-950,401459.42,18,2.6
2023-02-04,REP-294,492464.58,4,2.2
2022-06-22,REP-420,294664.13,46,2.3
2022-04-20,REP-202,412025.2,48,3.3
2022-07-14,REP-799,81543.29,20,1.4
2022-02-08,REP-539,59305.6,16,2.7
2022-08-12,REP-854,185992.7,46,1.8
2023-04-27,REP-155,462455.56,1,3.3
2022-11-19,REP-572,166586.96,8,1.6
2023-02-07,REP-363,363201.74,25,1.6
2022-01-28,REP-398,488691.07,16,2.5
2023-04-22,REP-133,480904.67,49,3.4
2023-01-17,REP-889,346669.87,37,2.8
2022-04-22,REP-733,292505.35,20,4.5
2023-04-29,REP-754,162290.59,44,4.0
2022-05-18,REP-891,375670.08,35,3.4
2023-03-24,REP-408,288111.8,3,3.6
2023-03-23,REP-620,414669.27,2,3.8
2022-06-17,REP-258,221348.63,26,4.8
2022-02-04,REP-629,250227.64,21,1.3
2023-01-30,REP-786,188206.04,1,3.7
2023-03-15,REP-477,344114.83,43,1.1
2022-04-01,REP-897,414793.9,49,3.2
2023-04-20,REP-558,425413.15,49,3.2
2022-03-03,REP-834,189367.19,34,3.2
2022-03-22,REP-664,457900.44,29,2.8
2022-01-22,REP-223,201051.64,16,4.6
2022-10-27,REP-369,191196.84,18,1.6
2022-01-13,REP-403,314859.89,35,4.1
2022-08-23,REP-653,484314.29,5,3.0
2022-07-12,REP-520,10476.18,36,3.0
2022-10-21,REP-925,428931.16,10,1.2
2022-10-18,REP-938,127549.01,18,1.6
2022-09-03,REP-447,398228.52,10,3.5
2022-03-25,REP-910,274313.52,42,3.5
2022-05-19,REP-305,356727.56,20,3.7
2022-04-28,REP-767,300494.12,36,3.0
2022-02-07,REP-225,213310.05,23,3.3
2022-09-02,REP-732,400754.53,48,3.4
2022-07-02,REP-292,43046.45,7,1.1
2022-05-28,REP-134,342451.1,44,4.7
2022-05-28,REP-953,258703.11,45,2.9
2022-11-12,REP-682,28595.59,43,2.9
2022-06-09,REP-251,424011.14,9,1.6
2023-01-27,REP-339,26745.97,28,5.0
2023-01-31,REP-301,127682.14,12,3.2
2022-05-12,REP-253,270906.51,35,2.3
2023-02-14,REP-919,455744.17,43,4.6
2022-05-19,REP-466,310902.4,37,2.0
2022-11-30,REP-578,140725.67,5,2.9
2022-09-02,REP-679,421422.88,43,2.7
2022-03-06,REP-912,212667.16,6,3.9
2022-01-18,REP-953,185465.07,48,4.1
2022-12-14,REP-336,34341.63,36,2.0
2022-05-13,REP-429,88309.84,29,3.1
2022-07-04,REP-351,448210.27,50,3.9
2022-07-07,REP-761,482470.23,3,1.7
2022-12-01,REP-320,149190.7,46,3.0
2022-10-21,REP-151,349491.83,44,1.5
2022-03-03,REP-130,468614.34,41,1.9
2023-04-29,REP-680,77762.35,4,3.3
2022-10-20,REP-825,283180.84,41,2.8
2022-05-16,REP-132,249219.96,14,1.9
2022-06-26,REP-686,180090.52,4,2.0
2022-01-06,REP-798,247282.97,26,3.8
2022-06-26,REP-752,480930.98,3,2.9
2022-04-10,REP-221,19413.34,29,1.6
2022-05-05,REP-895,389453.88,23,2.4
2022-06-16,REP-143,427181.02,10,4.2
2022-01-06,REP-199,222929.47,17,2.6
2023-01-27,REP-125,148120.68,32,1.2
2023-04-08,REP-304,471774.22,36,1.2
2022-07-30,REP-371,176846.27,11,2.6
2022-03-15,REP-662,82820.64,11,4.8
2022-12-03,REP-611,115993.22,17,1.7
